objectid,geography_name,metric_name,year,metric_value,source,geography,Shape__Area,Shape__Length
394,Lower Southwest,percent_of_population_identifying_as_nh_white,2023,5.3467218,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
395,Lower Southwest,percent_of_population_reporting_no_checkup_in_past_year,2022,18.23709616,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8383008.640625,14991.7475312192
396,Lower Southwest,percent_of_population_in_poverty,2023,27.40161968,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
397,Lower Southwest,percent_of_population_identifying_as_nh_asian_pi,2014,7.52043463,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
398,Lower Southwest,percent_of_population_identifying_as_nh_multiracial,2023,3.59362079,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
399,Lower Southwest,percent_of_adult_population_without_bachelors_degree,2014,86.69949297,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
400,Lower Southwest,percent_of_population_identifying_as_hispanic,2014,2.90245216,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
401,Lower Southwest,percent_of_population_identifying_as_hispanic,2010,3.12937769,Decennial Census,Planning district,8383008.640625,14991.7475312192
402,Lower Southwest,percent_of_population_reporting_no_checkup_in_past_year,2020,20.63966308,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8383008.640625,14991.7475312192
403,Lower Southwest,unemployment_rate_in_population_16_and_older,2023,15.06417067,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
404,Lower Southwest,percent_of_population_identifying_as_nh_white,2019,7.73655047,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
405,Lower Southwest,percent_of_adult_population_without_bachelors_degree,2019,86.78316242,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
406,Lower Southwest,percent_of_population_identifying_as_nh_black,2023,79.36207915,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
407,Lower Southwest,percent_of_population_identifying_as_nh_white,2014,10.52811903,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
408,Lower Southwest,percent_of_population_identifying_as_nh_multiracial,2019,1.75118655,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
409,Lower Southwest,percent_of_population_identifying_as_hispanic,2019,3.94192327,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
410,Lower Southwest,percent_of_population_identifying_as_nh_asian_pi,2023,5.95156527,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
411,Lower Southwest,percent_of_population_in_poverty,2019,29.15570999,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
412,Lower Southwest,percent_of_population_without_health_insurance,2019,8.99134098,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
413,Lower Southwest,percent_of_population_in_poverty,2014,28.91444862,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
414,Lower Southwest,percent_of_population_age_65_or_older,2014,9.85987225,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
415,Lower Southwest,percent_of_population_with_a_disability,2014,13.37760678,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
416,Lower Southwest,percent_of_population_with_a_disability,2023,16.04800909,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
417,North,percent_of_population_reporting_no_checkup_in_past_year,2021,25.72971158,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7197488.25,12994.2588001398
418,North,percent_of_population_reporting_no_checkup_in_past_year,2019,22.30060864,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7197488.25,12994.2588001398
419,North,percent_of_population_identifying_as_nh_multiracial,2020,1.81342633,Decennial Census,Planning district,7197488.25,12994.2588001398
420,North,percent_of_population_age_65_or_older,2019,10.50635865,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
421,North,percent_of_population_identifying_as_nh_white,2020,5.06046018,Decennial Census,Planning district,7197488.25,12994.2588001398
422,North,unemployment_rate_in_population_16_and_older,2023,14.16756284,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
423,North,unemployment_rate_in_population_16_and_older,2014,24.69045995,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
424,North,percent_of_population_identifying_as_nh_multiracial,2020,1.81342633,Decennial Census,Planning district,7197488.25,12994.2588001398
425,North,percent_of_population_identifying_as_nh_multiracial,2023,1.52699335,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
426,North,percent_of_population_without_health_insurance,2019,10.26181471,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
427,North,percent_of_population_without_health_insurance,2014,17.32768687,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
428,North,percent_of_population_identifying_as_nh_multiracial,2019,1.32714969,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
429,North,percent_of_adult_population_without_bachelors_degree,2023,90.14110853,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
430,North,percent_of_population_identifying_as_hispanic,2023,49.60700751,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
431,North,percent_of_population_identifying_as_nh_black,2020,39.97043327,Decennial Census,Planning district,7197488.25,12994.2588001398
432,North,percent_of_population_identifying_as_nh_asian_pi,2014,2.53089229,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
433,North,percent_of_population_identifying_as_nh_white,2023,5.21065282,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
434,North,percent_of_population_identifying_as_hispanic,2010,46.94121829,Decennial Census,Planning district,7197488.25,12994.2588001398
435,North,percent_of_population_age_65_or_older,2014,8.41642525,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
436,North,percent_of_population_identifying_as_nh_white,2020,5.06046018,Decennial Census,Planning district,7197488.25,12994.2588001398
437,North,percent_of_population_identifying_as_hispanic,2019,50.57971649,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
438,North,percent_of_population_identifying_as_nh_black,2023,40.61905534,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
439,North,unemployment_rate_in_population_16_and_older,2019,14.45592099,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
440,North,percent_of_adult_population_without_bachelors_degree,2014,94.58525882,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
441,North,percent_of_population_identifying_as_nh_white,2019,6.16322483,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
442,North,percent_of_population_identifying_as_hispanic,2014,48.67994539,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
443,North,percent_of_population_identifying_as_nh_asian_pi,2023,2.80919588,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
444,North,percent_of_population_identifying_as_nh_multiracial,2014,1.00535583,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
445,North,percent_of_adult_population_without_bachelors_degree,2019,91.10778054,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
446,North,percent_of_population_in_poverty,2014,46.28475551,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
447,North,percent_of_population_with_a_disability,2019,24.40274667,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
448,North,percent_of_population_with_a_disability,2014,21.48937068,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
449,North,percent_of_population_identifying_as_nh_black,2020,39.97043327,Decennial Census,Planning district,7197488.25,12994.2588001398
450,North,percent_of_population_identifying_as_nh_white,2010,6.21114408,Decennial Census,Planning district,7197488.25,12994.2588001398
451,North,percent_of_population_reporting_no_checkup_in_past_year,2022,21.82302829,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7197488.25,12994.2588001398
452,North,percent_of_population_identifying_as_nh_asian_pi,2019,3.30912379,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
453,North,percent_of_population_identifying_as_nh_multiracial,2010,1.06783509,Decennial Census,Planning district,7197488.25,12994.2588001398
454,North,percent_of_population_age_65_or_older,2023,13.07418931,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
455,North,percent_of_population_without_health_insurance,2023,10.5685023,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
456,North,percent_of_population_identifying_as_hispanic,2020,49.70471172,Decennial Census,Planning district,7197488.25,12994.2588001398
457,North,percent_of_population_identifying_as_nh_black,2014,41.34980922,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
458,North,percent_of_population_in_poverty,2019,41.09234018,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
459,North,percent_of_population_with_a_disability,2023,29.65414873,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
460,North,percent_of_population_in_poverty,2023,40.25075368,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
461,North,percent_of_population_identifying_as_nh_asian_pi,2010,2.80451799,Decennial Census,Planning district,7197488.25,12994.2588001398
462,North,percent_of_population_identifying_as_nh_asian_pi,2020,2.8801031,Decennial Census,Planning district,7197488.25,12994.2588001398
463,North,percent_of_population_identifying_as_nh_black,2019,38.25035002,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
464,North,percent_of_population_identifying_as_nh_white,2014,5.81650156,American Community Survey 5-Year Estimates,Planning district,7197488.25,12994.2588001398
465,North,percent_of_population_identifying_as_nh_asian_pi,2020,2.8801031,Decennial Census,Planning district,7197488.25,12994.2588001398
466,North,percent_of_population_reporting_no_checkup_in_past_year,2020,23.77434367,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7197488.25,12994.2588001398
467,North,percent_of_population_identifying_as_nh_black,2010,42.64376238,Decennial Census,Planning district,7197488.25,12994.2588001398
468,North,percent_of_population_identifying_as_hispanic,2020,49.70471172,Decennial Census,Planning district,7197488.25,12994.2588001398
469,North Delaware,percent_of_population_with_a_disability,2014,14.43777908,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
470,North Delaware,percent_of_population_identifying_as_nh_multiracial,2020,3.52496693,Decennial Census,Planning district,8130195.7109375,15479.9751851081
471,North Delaware,percent_of_population_identifying_as_hispanic,2020,23.11308634,Decennial Census,Planning district,8130195.7109375,15479.9751851081
472,North Delaware,percent_of_population_identifying_as_nh_multiracial,2023,5.30148706,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
473,North Delaware,percent_of_population_identifying_as_hispanic,2023,22.70625382,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
474,North Delaware,percent_of_population_without_health_insurance,2014,13.06436336,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
475,North Delaware,percent_of_population_identifying_as_nh_asian_pi,2020,8.76673741,Decennial Census,Planning district,8130195.7109375,15479.9751851081
476,North Delaware,percent_of_population_identifying_as_hispanic,2020,23.11308634,Decennial Census,Planning district,8130195.7109375,15479.9751851081
477,North Delaware,percent_of_population_identifying_as_nh_black,2020,20.40845459,Decennial Census,Planning district,8130195.7109375,15479.9751851081
478,North Delaware,percent_of_population_identifying_as_nh_black,2020,20.40845459,Decennial Census,Planning district,8130195.7109375,15479.9751851081
479,North Delaware,percent_of_population_with_a_disability,2019,14.75719838,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
480,North Delaware,percent_of_population_identifying_as_nh_white,2020,42.62507256,Decennial Census,Planning district,8130195.7109375,15479.9751851081
481,North Delaware,percent_of_adult_population_without_bachelors_degree,2014,85.14725829,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
482,North Delaware,unemployment_rate_in_population_16_and_older,2019,10.80213017,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
483,North Delaware,unemployment_rate_in_population_16_and_older,2014,16.85188602,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
484,North Delaware,percent_of_population_identifying_as_nh_asian_pi,2023,11.46465675,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
485,North Delaware,percent_of_population_identifying_as_hispanic,2010,12.35603343,Decennial Census,Planning district,8130195.7109375,15479.9751851081
486,North Delaware,percent_of_population_age_65_or_older,2019,11.99823826,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
487,North Delaware,percent_of_population_age_65_or_older,2014,12.22647699,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
488,North Delaware,percent_of_population_without_health_insurance,2019,8.2023904,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
489,North Delaware,percent_of_population_in_poverty,2023,21.7976593,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
490,North Delaware,percent_of_adult_population_without_bachelors_degree,2023,79.26334151,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
491,North Delaware,unemployment_rate_in_population_16_and_older,2023,11.06723936,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
492,North Delaware,percent_of_population_identifying_as_nh_multiracial,2020,3.52496693,Decennial Census,Planning district,8130195.7109375,15479.9751851081
493,North Delaware,percent_of_population_identifying_as_nh_white,2020,42.62507256,Decennial Census,Planning district,8130195.7109375,15479.9751851081
494,North Delaware,percent_of_population_with_a_disability,2023,16.56375839,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
495,North Delaware,percent_of_population_identifying_as_nh_white,2023,41.55123243,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
496,North Delaware,percent_of_population_identifying_as_nh_black,2023,17.42208189,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
497,North Delaware,percent_of_population_reporting_no_checkup_in_past_year,2020,25.97459232,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8130195.7109375,15479.9751851081
498,North Delaware,percent_of_population_identifying_as_nh_multiracial,2014,1.69460484,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
499,North Delaware,percent_of_population_identifying_as_hispanic,2019,19.63925393,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
500,North Delaware,percent_of_population_identifying_as_hispanic,2014,13.79707834,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
501,North Delaware,percent_of_population_reporting_no_checkup_in_past_year,2019,23.17179199,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8130195.7109375,15479.9751851081
502,North Delaware,percent_of_population_in_poverty,2014,18.57214066,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
503,North Delaware,percent_of_population_reporting_no_checkup_in_past_year,2022,23.03097765,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8130195.7109375,15479.9751851081
504,North Delaware,percent_of_population_identifying_as_nh_asian_pi,2020,8.76673741,Decennial Census,Planning district,8130195.7109375,15479.9751851081
505,North Delaware,percent_of_population_identifying_as_nh_asian_pi,2010,3.87057666,Decennial Census,Planning district,8130195.7109375,15479.9751851081
506,North Delaware,percent_of_population_identifying_as_nh_multiracial,2010,1.75592014,Decennial Census,Planning district,8130195.7109375,15479.9751851081
507,North Delaware,percent_of_adult_population_without_bachelors_degree,2019,82.22428541,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
508,North Delaware,percent_of_population_identifying_as_nh_black,2010,17.10009838,Decennial Census,Planning district,8130195.7109375,15479.9751851081
509,North Delaware,percent_of_population_identifying_as_nh_white,2019,54.11805676,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
510,North Delaware,percent_of_population_in_poverty,2019,18.36127608,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
511,North Delaware,percent_of_population_age_65_or_older,2023,13.14829904,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
512,North Delaware,percent_of_population_without_health_insurance,2023,8.23335054,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
513,North Delaware,percent_of_population_identifying_as_nh_asian_pi,2019,7.32861489,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
514,North Delaware,percent_of_population_identifying_as_nh_asian_pi,2014,4.21335,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
515,North Delaware,percent_of_population_identifying_as_nh_multiracial,2019,2.4961334,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
516,North Delaware,percent_of_population_identifying_as_nh_black,2019,16.05944833,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
517,North Delaware,percent_of_population_reporting_no_checkup_in_past_year,2021,27.31915712,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8130195.7109375,15479.9751851081
518,North Delaware,percent_of_population_identifying_as_nh_white,2014,64.08041024,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
519,North Delaware,percent_of_population_identifying_as_nh_white,2010,64.4135505,Decennial Census,Planning district,8130195.7109375,15479.9751851081
520,North Delaware,percent_of_population_identifying_as_nh_black,2014,15.73730932,American Community Survey 5-Year Estimates,Planning district,8130195.7109375,15479.9751851081
521,River Wards,percent_of_population_with_a_disability,2014,20.29945634,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
522,River Wards,percent_of_population_identifying_as_nh_white,2019,62.69362625,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
523,River Wards,percent_of_population_identifying_as_nh_white,2014,63.19997627,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
524,River Wards,percent_of_population_identifying_as_nh_black,2019,8.98761632,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
525,River Wards,percent_of_population_identifying_as_nh_black,2014,11.30790797,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
526,River Wards,percent_of_population_identifying_as_nh_asian_pi,2019,2.76219128,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
527,River Wards,percent_of_population_identifying_as_nh_asian_pi,2014,3.17594529,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
528,River Wards,percent_of_population_identifying_as_nh_multiracial,2019,1.65675505,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
529,River Wards,percent_of_population_identifying_as_nh_multiracial,2014,1.73112011,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
530,River Wards,percent_of_population_identifying_as_hispanic,2019,23.79906248,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
531,River Wards,percent_of_population_identifying_as_hispanic,2014,20.31952294,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
532,River Wards,percent_of_population_identifying_as_hispanic,2020,21.48002058,Decennial Census,Planning district,6329522.6171875,11603.6829663302
533,River Wards,percent_of_population_identifying_as_nh_asian_pi,2020,3.30560796,Decennial Census,Planning district,6329522.6171875,11603.6829663302
534,River Wards,percent_of_population_identifying_as_nh_black,2020,9.5395301,Decennial Census,Planning district,6329522.6171875,11603.6829663302
535,River Wards,percent_of_population_identifying_as_nh_multiracial,2020,3.64145658,Decennial Census,Planning district,6329522.6171875,11603.6829663302
536,River Wards,percent_of_population_identifying_as_nh_white,2020,61.41170754,Decennial Census,Planning district,6329522.6171875,11603.6829663302
537,River Wards,percent_of_population_identifying_as_nh_multiracial,2010,1.64113945,Decennial Census,Planning district,6329522.6171875,11603.6829663302
538,River Wards,percent_of_population_identifying_as_hispanic,2010,20.49234184,Decennial Census,Planning district,6329522.6171875,11603.6829663302
539,River Wards,percent_of_adult_population_without_bachelors_degree,2019,73.4290445,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
540,River Wards,percent_of_adult_population_without_bachelors_degree,2014,80.76419767,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
541,River Wards,unemployment_rate_in_population_16_and_older,2019,8.67300528,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
542,River Wards,unemployment_rate_in_population_16_and_older,2014,19.35412618,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
543,River Wards,percent_of_population_age_65_or_older,2019,9.72084237,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
544,River Wards,percent_of_population_reporting_no_checkup_in_past_year,2019,24.37290952,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6329522.6171875,11603.6829663302
545,River Wards,percent_of_population_identifying_as_hispanic,2020,21.48002058,Decennial Census,Planning district,6329522.6171875,11603.6829663302
546,River Wards,percent_of_population_identifying_as_nh_asian_pi,2020,3.30560796,Decennial Census,Planning district,6329522.6171875,11603.6829663302
547,River Wards,percent_of_population_identifying_as_nh_black,2020,9.5395301,Decennial Census,Planning district,6329522.6171875,11603.6829663302
548,River Wards,percent_of_population_identifying_as_nh_multiracial,2020,3.64145658,Decennial Census,Planning district,6329522.6171875,11603.6829663302
549,River Wards,percent_of_population_identifying_as_nh_white,2020,61.41170754,Decennial Census,Planning district,6329522.6171875,11603.6829663302
550,River Wards,percent_of_population_in_poverty,2019,24.0431176,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
551,River Wards,percent_of_population_in_poverty,2014,31.5308329,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
552,River Wards,percent_of_population_in_poverty,2023,19.6822971,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
553,River Wards,percent_of_adult_population_without_bachelors_degree,2023,59.97796053,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
554,River Wards,unemployment_rate_in_population_16_and_older,2023,4.50253091,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
555,River Wards,percent_of_population_reporting_no_checkup_in_past_year,2022,24.92914166,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6329522.6171875,11603.6829663302
556,River Wards,percent_of_population_reporting_no_checkup_in_past_year,2021,28.39531082,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6329522.6171875,11603.6829663302
557,River Wards,percent_of_population_age_65_or_older,2014,9.37519766,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
558,River Wards,percent_of_population_without_health_insurance,2019,8.04818265,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
559,River Wards,percent_of_population_without_health_insurance,2014,16.36909183,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
560,River Wards,percent_of_population_with_a_disability,2019,17.73793683,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
561,River Wards,percent_of_population_identifying_as_hispanic,2023,24.81298953,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
562,River Wards,percent_of_population_reporting_no_checkup_in_past_year,2020,27.24237907,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6329522.6171875,11603.6829663302
563,River Wards,percent_of_population_identifying_as_nh_black,2010,10.06292981,Decennial Census,Planning district,6329522.6171875,11603.6829663302
564,River Wards,percent_of_population_identifying_as_nh_asian_pi,2010,2.45732891,Decennial Census,Planning district,6329522.6171875,11603.6829663302
565,River Wards,percent_of_population_identifying_as_nh_asian_pi,2023,2.66654933,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
566,River Wards,percent_of_population_with_a_disability,2023,19.64768056,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
567,River Wards,percent_of_population_identifying_as_nh_white,2023,57.93951128,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
568,River Wards,percent_of_population_age_65_or_older,2023,9.13491156,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
569,River Wards,percent_of_population_identifying_as_nh_multiracial,2023,5.56337822,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
570,River Wards,percent_of_population_identifying_as_nh_white,2010,65.08490415,Decennial Census,Planning district,6329522.6171875,11603.6829663302
571,River Wards,percent_of_population_identifying_as_nh_black,2023,7.99231424,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
572,River Wards,percent_of_population_without_health_insurance,2023,7.15795655,American Community Survey 5-Year Estimates,Planning district,6329522.6171875,11603.6829663302
573,South,percent_of_population_without_health_insurance,2014,16.82521331,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
574,South,percent_of_population_with_a_disability,2019,15.60469979,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
575,South,percent_of_population_identifying_as_nh_black,2020,19.07442196,Decennial Census,Planning district,5235931.40625,11270.4606835175
576,South,percent_of_population_identifying_as_hispanic,2019,10.7383996,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
577,South,percent_of_population_with_a_disability,2023,13.86365371,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
578,South,percent_of_population_without_health_insurance,2019,9.39809062,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
579,South,percent_of_population_identifying_as_hispanic,2020,11.5657969,Decennial Census,Planning district,5235931.40625,11270.4606835175
580,South,percent_of_population_reporting_no_checkup_in_past_year,2021,25.68281101,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5235931.40625,11270.4606835175
581,South,percent_of_population_without_health_insurance,2023,8.43957554,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
582,South,percent_of_population_identifying_as_nh_black,2023,18.17814844,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
583,South,percent_of_population_identifying_as_nh_asian_pi,2020,16.1386867,Decennial Census,Planning district,5235931.40625,11270.4606835175
584,South,percent_of_population_age_65_or_older,2014,12.60982877,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
585,South,percent_of_population_identifying_as_nh_multiracial,2020,3.22573733,Decennial Census,Planning district,5235931.40625,11270.4606835175
586,South,percent_of_population_identifying_as_nh_multiracial,2014,2.70574313,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
587,South,percent_of_population_with_a_disability,2014,15.60537985,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
588,South,percent_of_population_identifying_as_nh_white,2020,49.40678148,Decennial Census,Planning district,5235931.40625,11270.4606835175
589,South,percent_of_population_identifying_as_hispanic,2014,8.41161775,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
590,South,percent_of_population_identifying_as_nh_multiracial,2020,3.22573733,Decennial Census,Planning district,5235931.40625,11270.4606835175
591,South,unemployment_rate_in_population_16_and_older,2019,9.29880116,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
592,South,percent_of_population_age_65_or_older,2019,13.67535969,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
593,South,percent_of_population_identifying_as_nh_white,2010,46.70589298,Decennial Census,Planning district,5235931.40625,11270.4606835175
594,South,percent_of_population_identifying_as_hispanic,2020,11.5657969,Decennial Census,Planning district,5235931.40625,11270.4606835175
595,South,percent_of_population_identifying_as_nh_black,2020,19.07442196,Decennial Census,Planning district,5235931.40625,11270.4606835175
596,South,percent_of_population_identifying_as_nh_white,2023,49.39715907,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
