OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,LEADING_CAUSE_DEATH,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
7634,South,2016,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7635,South,2017,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,877.18475857,,Final,27648928.5703125,25914.9929053389
7636,South,2023,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,97.81086809,,Preliminary,27648928.5703125,25914.9929053389
7637,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,18.13174282,,Final,27648928.5703125,25914.9929053389
7638,South,2016,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,14.40268873,,Final,27648928.5703125,25914.9929053389
7639,South,2018,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,806.89318648,,Final,27648928.5703125,25914.9929053389
7640,South,2018,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7641,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7642,South,2023,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,32,,Preliminary,27648928.5703125,25914.9929053389
7643,South,2017,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,66.28744782,,Final,27648928.5703125,25914.9929053389
7644,South,2015,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,12,,Final,27648928.5703125,25914.9929053389
7645,South,2017,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,123.67435386,,Final,27648928.5703125,25914.9929053389
7646,South,2023,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,42.0338759,,Preliminary,27648928.5703125,25914.9929053389
7647,South,2014,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,80.42415284,,Final,27648928.5703125,25914.9929053389
7648,South,2018,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,104.05151093,,Final,27648928.5703125,25914.9929053389
7649,South,2013,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,153.87064852,,Final,27648928.5703125,25914.9929053389
7650,South,2023,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,98.28589657,,Preliminary,27648928.5703125,25914.9929053389
7651,South,2021,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,111.95203931,,Final,27648928.5703125,25914.9929053389
7652,South,2020,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,79.08016658,,Final,27648928.5703125,25914.9929053389
7653,South,2019,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,47.99091278,,Final,27648928.5703125,25914.9929053389
7654,South,2018,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7655,South,2022,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,8.28911912,unreliable,Final,27648928.5703125,25914.9929053389
7656,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,60,,Final,27648928.5703125,25914.9929053389
7657,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,303,,Final,27648928.5703125,25914.9929053389
7658,South,2014,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,329,,Final,27648928.5703125,25914.9929053389
7659,South,2012,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7660,South,2016,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,820.27445815,,Final,27648928.5703125,25914.9929053389
7661,South,2017,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,1278,,Final,27648928.5703125,25914.9929053389
7662,South,2013,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,110.11479085,,Final,27648928.5703125,25914.9929053389
7663,South,2023,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,72.45148687,,Preliminary,27648928.5703125,25914.9929053389
7664,South,2021,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,84.10985503,,Final,27648928.5703125,25914.9929053389
7665,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7666,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,16,,Final,27648928.5703125,25914.9929053389
7667,South,2016,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,52.34234464,,Final,27648928.5703125,25914.9929053389
7668,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,275,,Final,27648928.5703125,25914.9929053389
7669,South,2022,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,52.46292412,,Final,27648928.5703125,25914.9929053389
7670,South,2019,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,834.44146628,,Final,27648928.5703125,25914.9929053389
7671,South,2021,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,65.42655151,,Final,27648928.5703125,25914.9929053389
7672,South,2022,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,104.36478079,,Final,27648928.5703125,25914.9929053389
7673,South,2014,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,56.67234839,,Final,27648928.5703125,25914.9929053389
7674,South,2018,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,74.78852888,,Final,27648928.5703125,25914.9929053389
7675,South,2014,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,108.03917655,,Final,27648928.5703125,25914.9929053389
7676,South,2021,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,64.70738535,,Final,27648928.5703125,25914.9929053389
7677,South,2021,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,85.28303113,,Final,27648928.5703125,25914.9929053389
7678,South,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,34,,Final,27648928.5703125,25914.9929053389
7679,South,2015,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,94.47113277,,Final,27648928.5703125,25914.9929053389
7680,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,10.67717785,unreliable,Final,27648928.5703125,25914.9929053389
7681,South,2013,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,93.84599482,,Final,27648928.5703125,25914.9929053389
7682,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Cancer,age_adjusted_mortality_rate_per_100k,193.00470391,,Final,27648928.5703125,25914.9929053389
7683,South,2013,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7684,South,2014,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7685,South,2012,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,872.4045111,,Final,27648928.5703125,25914.9929053389
7686,South,2016,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,1197,,Final,27648928.5703125,25914.9929053389
7687,South,2017,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,11.90905167,unreliable,Final,27648928.5703125,25914.9929053389
7688,South,2018,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,89.63286479,,Final,27648928.5703125,25914.9929053389
7689,South,2023,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,75.25744211,,Preliminary,27648928.5703125,25914.9929053389
7690,South,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,18.53639773,,Final,27648928.5703125,25914.9929053389
7691,South,2022,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,77.77352635,,Final,27648928.5703125,25914.9929053389
7692,South,2022,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,104.15040837,,Final,27648928.5703125,25914.9929053389
7693,South,2020,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,106.40020801,,Final,27648928.5703125,25914.9929053389
7694,South,2013,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,1281,,Final,27648928.5703125,25914.9929053389
7695,South,2013,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,67.39778943,,Final,27648928.5703125,25914.9929053389
7696,South,2014,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,16.05266825,,Final,27648928.5703125,25914.9929053389
7697,South,2020,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,1505,,Final,27648928.5703125,25914.9929053389
7698,South,2017,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,92.03149098,,Final,27648928.5703125,25914.9929053389
7699,South,2022,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,37.63297338,,Final,27648928.5703125,25914.9929053389
7700,South,2013,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,122.94861856,,Final,27648928.5703125,25914.9929053389
7701,South,2023,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,19,,Preliminary,27648928.5703125,25914.9929053389
7702,South,2023,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,430.00587349,,Preliminary,27648928.5703125,25914.9929053389
7703,South,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,532.81326524,,Final,27648928.5703125,25914.9929053389
7704,South,2022,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,472.40354098,,Final,27648928.5703125,25914.9929053389
7705,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,78,,Final,27648928.5703125,25914.9929053389
7706,South,2012,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,20,,Final,27648928.5703125,25914.9929053389
7707,South,2020,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,61.4336667,,Final,27648928.5703125,25914.9929053389
7708,South,2013,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,877.8423766,,Final,27648928.5703125,25914.9929053389
7709,South,2013,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7710,South,2014,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,27648928.5703125,25914.9929053389
7711,South,2012,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,1272,,Final,27648928.5703125,25914.9929053389
7712,South,2016,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,9.12151057,unreliable,Final,27648928.5703125,25914.9929053389
7713,South,2017,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,17,,Final,27648928.5703125,25914.9929053389
7714,South,2023,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,50.42002801,,Preliminary,27648928.5703125,25914.9929053389
7715,South,2018,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,124.49999653,,Final,27648928.5703125,25914.9929053389
7716,South,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,391.96938406,,Final,27648928.5703125,25914.9929053389
7717,South,2022,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,348.55240043,,Final,27648928.5703125,25914.9929053389
7718,South,2017,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,526.17067493,,Final,27648928.5703125,25914.9929053389
7719,South,2016,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,339.26551951,,Final,27648928.5703125,25914.9929053389
7720,South,2014,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,13,,Final,27648928.5703125,25914.9929053389
7721,South,2020,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,82.60976581,,Final,27648928.5703125,25914.9929053389
7722,South,2015,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,83.66308114,,Final,27648928.5703125,25914.9929053389
7723,South,2012,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,92.95253474,,Final,27648928.5703125,25914.9929053389
7724,South,2015,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,116.47689597,,Final,27648928.5703125,25914.9929053389
7725,South,2016,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,120.46360636,,Final,27648928.5703125,25914.9929053389
7726,South,2014,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,75.75340198,,Final,27648928.5703125,25914.9929053389
7727,South,2017,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,373.65618166,,Final,27648928.5703125,25914.9929053389
7728,South,2013,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,369.54847881,,Final,27648928.5703125,25914.9929053389
7729,South,2013,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,516.62887592,,Final,27648928.5703125,25914.9929053389
7730,South,2017,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,28,,Final,27648928.5703125,25914.9929053389
7731,South,2014,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,1272,,Final,27648928.5703125,25914.9929053389
7732,South,2017,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,85.77105187,,Final,27648928.5703125,25914.9929053389
7733,South,2015,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,131.14968648,,Final,27648928.5703125,25914.9929053389
7734,South,2014,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,9.0803641,unreliable,Final,27648928.5703125,25914.9929053389
7735,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,10.09762115,unreliable,Final,27648928.5703125,25914.9929053389
7736,South,2014,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,874.6784047,,Final,27648928.5703125,25914.9929053389
7737,South,2012,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,12.39854237,unreliable,Final,27648928.5703125,25914.9929053389
7738,South,2016,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,13,,Final,27648928.5703125,25914.9929053389
7739,South,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,27,,Final,27648928.5703125,25914.9929053389
7740,South,2017,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,18.33371027,,Final,27648928.5703125,25914.9929053389
7741,South,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,42.28983493,,Final,27648928.5703125,25914.9929053389
7742,South,2023,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,13.21551701,unreliable,Preliminary,27648928.5703125,25914.9929053389
7743,South,2015,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,76.96645492,,Final,27648928.5703125,25914.9929053389
7744,South,2015,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,108.30146312,,Final,27648928.5703125,25914.9929053389
7745,South,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,66,,Final,27648928.5703125,25914.9929053389
7746,South,2017,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,120.68632312,,Final,27648928.5703125,25914.9929053389
7747,South,2018,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,473.80830694,,Final,27648928.5703125,25914.9929053389
7748,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,15,,Final,27648928.5703125,25914.9929053389
7749,South,2016,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,85.83813497,,Final,27648928.5703125,25914.9929053389
7750,South,2014,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,160.43600992,,Final,27648928.5703125,25914.9929053389
7751,South,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,22.57026742,,Final,27648928.5703125,25914.9929053389
7752,South,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,42.70569059,,Final,27648928.5703125,25914.9929053389
7753,South,2017,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,61.05212765,,Final,27648928.5703125,25914.9929053389
7754,South,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,65,,Final,27648928.5703125,25914.9929053389
7755,South,2014,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,114.151961,,Final,27648928.5703125,25914.9929053389
7756,South,2016,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,475.64527526,,Final,27648928.5703125,25914.9929053389
7757,South,2012,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,13.92737874,unreliable,Final,27648928.5703125,25914.9929053389
7758,South,2012,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,17,,Final,27648928.5703125,25914.9929053389
7759,South,2016,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,135.99275745,,Final,27648928.5703125,25914.9929053389
7760,South,2018,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,339.04025662,,Final,27648928.5703125,25914.9929053389
7761,South,2023,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,76,,Preliminary,27648928.5703125,25914.9929053389
7762,South,2017,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,90,,Final,27648928.5703125,25914.9929053389
7763,South,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,21.46652091,,Final,27648928.5703125,25914.9929053389
7764,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,11.57103726,unreliable,Final,27648928.5703125,25914.9929053389
7765,South,2023,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,317.86027434,,Preliminary,27648928.5703125,25914.9929053389
7766,South,2016,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,97.57304655,,Final,27648928.5703125,25914.9929053389
7767,South,2014,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,358.08275784,,Final,27648928.5703125,25914.9929053389
7768,South,2014,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,502.05506656,,Final,27648928.5703125,25914.9929053389
7769,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,51.50476561,,Final,27648928.5703125,25914.9929053389
7770,South,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,30,,Final,27648928.5703125,25914.9929053389
7771,South,2017,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,24.88509122,,Final,27648928.5703125,25914.9929053389
7772,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,21.35952258,,Final,27648928.5703125,25914.9929053389
7773,South,2021,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,19.4061046,,Final,27648928.5703125,25914.9929053389
7774,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,27.77969442,,Final,27648928.5703125,25914.9929053389
7775,South,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,32,,Final,27648928.5703125,25914.9929053389
7776,South,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,17,,Final,27648928.5703125,25914.9929053389
7777,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,23.1365366,unreliable,Preliminary,20517629.6210938,25957.9381485591
7778,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,137,,Final,20517629.6210938,25957.9381485591
7779,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7780,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,24.05245955,unreliable,Preliminary,20517629.6210938,25957.9381485591
7781,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,15,,Final,20517629.6210938,25957.9381485591
7782,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7783,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,36.75391397,unreliable,Final,20517629.6210938,25957.9381485591
7784,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,12,,Final,20517629.6210938,25957.9381485591
7785,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,41.59390065,,Final,20517629.6210938,25957.9381485591
7786,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7787,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,14,,Preliminary,20517629.6210938,25957.9381485591
7788,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,138,,Final,20517629.6210938,25957.9381485591
7789,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,264.01765117,,Final,20517629.6210938,25957.9381485591
7790,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,257.73992197,,Final,20517629.6210938,25957.9381485591
7791,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,14,,Final,20517629.6210938,25957.9381485591
7792,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,32.06875236,unreliable,Final,20517629.6210938,25957.9381485591
7793,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,16,,Preliminary,20517629.6210938,25957.9381485591
7794,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,18,,Final,20517629.6210938,25957.9381485591
7795,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,25.02453906,unreliable,Final,20517629.6210938,25957.9381485591
7796,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,19,,Final,20517629.6210938,25957.9381485591
7797,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,37.12920061,unreliable,Final,20517629.6210938,25957.9381485591
7798,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,12,,Final,20517629.6210938,25957.9381485591
7799,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
7800,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
7801,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,47.19186817,,Final,20517629.6210938,25957.9381485591
